lagoslakeid,lake_nhdid,lake_nets_upstreamlake_km,lake_nets_downstreamlake_km,lake_nets_bidirectionallake_km,lake_nets_upstreamlake_n,lake_nets_downstreamlake_n,lake_nets_lakeorder,lake_nets_lnn,net_id,net_lakes_n,net_averagelakedistance_km,net_averagelakearea_ha,lake_nets_nearestdamdown_km,lake_nets_nearestdamdown_id,lake_nets_totaldamdown_n,lake_nets_nearestdamup_km,lake_nets_nearestdamup_id,lake_nets_totaldamup_n,lake_nets_damonlake_flag,lake_nets_multidam_flag,net_dams_n,nhdplusv2_comid
5072,143251029,1.765,459.278,1.765,1,7,3,2,1,32811,1652.416,80.469,0,50725,20,NA,NA,0,N,N,24986,13294928
7026,145608202,0.06,233.957,0.06,1,7,2,2,1,32811,1652.416,80.469,0,11215,15,0.06,11582,1,N,N,24986,10604738
2054,137421002,NA,41.064,41.064,0,1,5,1,1,32811,1652.416,80.469,0,50299,2,32.839,50298,1,N,N,24986,13424945
2401,137060198,0.107,23.946,0.107,3,2,3,2,1,32811,1652.416,80.469,0,50249,1,NA,NA,0,N,N,24986,13284384
79627,137060241,3.747,41.134,3.747,1,1,2,3,1,32811,1652.416,80.469,0,50246,1,3.375,50704,1,N,N,24986,13282704
65097,143248797,14.3,13.793,13.793,1,1,2,2,1,32811,1652.416,80.469,0,50257,1,NA,NA,0,N,N,24986,13290734
1488,143249428,0.149,2.093,0.149,1,1,3,6,1,32811,1652.416,80.469,0,50713,1,NA,NA,0,N,N,24986,13290984
4240,143248572,NA,14.3,14.3,0,1,2,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,13290696
31773,83837651,0.119,429.95,0.119,2,7,2,2,1,32811,1652.416,80.469,0,11533,19,NA,NA,0,N,N,24986,19285359
59889,143248750,NA,0.16,0.16,0,1,1,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,13290728
4642,143250529,27.634,456.433,27.634,19,7,6,13,1,32811,1652.416,80.469,10.268,50727,22,23.345,50724,12,N,N,24986,167120945
827,143249705,0.427,2.969,0.427,1,1,1,2,1,32811,1652.416,80.469,0.547,50717,1,NA,NA,0,N,N,24986,13293322
5164,137059730,5.315,46.863,5.315,1,1,4,2,1,32811,1652.416,80.469,0,50244,2,5.315,50243,1,N,N,24986,167120968
4930,143248294,20.514,127.227,13.624,3,1,5,4,1,32811,1652.416,80.469,0.539,50256,4,11.07,50715,6,N,N,24986,13290632
65091,143250688,NA,0.566,0.566,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,13296494
5286,143249786,NA,5.117,3.195,0,1,1,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,167120947
7025,145607036,NA,377.835,25.505,0,7,2,1,1,32811,1652.416,80.469,0,11206,19,2.948,11576,1,N,N,24986,10601330
6772,83836501,NA,0.75,0.75,0,1,1,1,1,32811,1652.416,80.469,0,11532,1,NA,NA,0,N,N,24986,19285289
114641,143247739,26.253,27.313,18.602,1,1,4,2,1,32811,1652.416,80.469,0,50252,2,3.884,50253,3,N,N,24986,13289550
4578,143249921,0.116,11.562,0.116,1,1,1,2,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,13294494
107493,143249735,2.152,15.344,2.152,1,1,2,4,1,32811,1652.416,80.469,0,50268,1,NA,NA,0,N,N,24986,13294416
5215,143248995,NA,2.885,2.885,0,1,1,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,13290786
5210,143249695,1.347,2.152,1.347,1,1,2,3,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,13294408
112670,143248884,4.645,2.847,2.847,1,1,3,5,1,32811,1652.416,80.469,0,50258,1,NA,NA,0,N,N,24986,13290756
4671,143248674,13.754,0.181,0.181,1,1,3,2,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,13290718
946,143249192,3.18,0.921,0.921,1,1,3,8,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,13290832
21239,143249888,0.096,2.895,0.096,1,1,4,5,1,32811,1652.416,80.469,NA,NA,0,0.096,50718,1,N,N,24986,167120948
85867,143249369,23.946,15.95,14.642,1,1,2,3,1,32811,1652.416,80.469,NA,NA,0,23.946,50249,1,N,N,24986,13293294
2224,143249727,NA,6.408,3.195,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,13291034
28582,137060144,40.105,55.261,4.596,3,1,4,3,1,32811,1652.416,80.469,NA,NA,0,24.244,50248,3,N,N,24986,13282514
5075,143250923,9.497,453.328,9.497,1,7,3,2,1,32811,1652.416,80.469,0,50275,20,11.228,50722,1,N,N,24986,13294882
19160,83837613,NA,0.14,0.14,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,19285357
131453,143248691,0.181,4.66,0.181,1,1,3,3,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,13290726
4467,143250015,2.895,478.313,2.895,1,7,4,6,1,32811,1652.416,80.469,0,50726,24,NA,NA,0,N,N,24986,13296360
7006,155716242,NA,222.351,34.878,0,7,0,1,1,32811,1652.416,80.469,0,11223,15,NA,NA,0,N,N,24986,10968459
7007,156039648,NA,531.818,41.435,0,7,2,1,1,32811,1652.416,80.469,0,11229,19,NA,NA,0,N,N,24986,13412986
6646,156039827,NA,493.946,16.612,0,7,1,1,1,32811,1652.416,80.469,0,11230,19,NA,NA,0,Y,N,24986,13413016
54790,143250356,NA,470.9,25.578,0,7,0,1,1,32811,1652.416,80.469,44.804,50728,21,NA,NA,0,N,N,24986,13296416
4506,143249205,NA,42.59,42.113,0,1,2,1,1,32811,1652.416,80.469,21.729,50266,1,NA,NA,0,N,N,24986,13290820
18041,143249510,NA,22.332,20.003,0,1,2,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,13290988
4805,143249768,NA,9.725,9.725,0,1,2,1,1,32811,1652.416,80.469,0,50720,1,NA,NA,0,N,N,24986,13294422
3466,143249463,2.093,24.394,2.093,1,1,3,7,1,32811,1652.416,80.469,NA,NA,0,2.093,50713,1,N,N,24986,13290978
1041,143249038,1.927,3.18,1.927,2,1,3,7,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,13290790
5340,143248482,25.648,129.704,25.648,1,1,3,2,1,32811,1652.416,80.469,0,50716,4,22.899,50708,2,Y,N,24986,13290678
4966,143249372,NA,19.255,15.733,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,13293298
1701,143250629,0.243,6.137,0.243,1,1,1,2,1,32811,1652.416,80.469,0,50721,1,0.243,50274,1,N,N,24986,13294782
920,143250011,6.975,35.714,6.975,2,1,4,10,1,32811,1652.416,80.469,NA,NA,0,6.975,50269,1,N,N,24986,13294506
39053,143249238,0.921,0.846,0.846,1,1,3,9,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,13290880
99286,143249415,1.373,0.595,0.595,1,1,3,4,1,32811,1652.416,80.469,NA,NA,0,1.373,50711,1,N,N,24986,13290976
106448,143248780,4.66,4.645,4.645,1,1,3,4,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,13290744
4479,143248747,NA,13.012,13.012,0,1,1,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,13290742
5106,143249906,1.722,0.096,0.096,2,1,4,4,1,32811,1652.416,80.469,0,50718,1,2.969,50717,1,N,N,24986,167120949
4945,143249391,0.124,1.373,0.124,2,1,3,3,1,32811,1652.416,80.469,0,50711,1,NA,NA,0,N,N,24986,13290920
8725,156039462,NA,557.871,12.74,0,7,2,1,1,32811,1652.416,80.469,0,50788,19,NA,NA,0,Y,N,24986,13409672
11878,137422186,35.585,455.266,35.585,2,7,6,2,1,32811,1652.416,80.469,98.518,11210,18,8.998,50300,3,N,N,24986,13424979
6888,155715428,NA,268.68,8.749,0,7,1,1,1,32811,1652.416,80.469,0,11222,15,NA,NA,0,N,N,24986,10966701
4238,143250478,0.225,32.594,0.225,1,1,3,4,1,32811,1652.416,80.469,0,50272,1,0.225,50273,1,N,N,24986,13294682
15966,143250531,NA,41.908,18.795,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,13294716
5461,143250338,NA,41.208,16.05,0,1,0,1,1,32811,1652.416,80.469,0,50277,1,NA,NA,0,Y,N,24986,13294594
3367,143249221,3.404,0.099,0.099,1,1,3,11,1,32811,1652.416,80.469,0,50709,1,3.404,50710,1,N,N,24986,13290870
40140,143249603,NA,12.994,4.094,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,13291056
25536,143249576,NA,1.497,1.497,0,1,2,1,1,32811,1652.416,80.469,0,50260,1,NA,NA,0,N,N,24986,13291050
2878,143248388,NA,25.648,25.648,0,1,2,1,1,32811,1652.416,80.469,1.09,50707,2,NA,NA,0,N,N,24986,13290674
1777,143248962,NA,2.178,2.178,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,13290766
5405,156039331,NA,599.536,54.075,0,7,3,1,1,32811,1652.416,80.469,0,50295,19,NA,NA,0,N,N,24986,13409634
5429,137059645,NA,5.315,5.315,0,1,3,1,1,32811,1652.416,80.469,3.758,50243,1,NA,NA,0,N,N,24986,13281252
5047,143249804,9.725,6.494,6.494,4,1,3,8,1,32811,1652.416,80.469,0,50276,1,9.725,50720,2,Y,N,24986,13294424
4251,143249294,0.846,3.404,0.846,1,1,3,10,1,32811,1652.416,80.469,0,50710,1,NA,NA,0,N,N,24986,13290898
45395,137421184,NA,35.585,35.585,0,1,3,1,1,32811,1652.416,80.469,0,50793,2,NA,NA,0,N,N,24986,13424965
1629,143250490,6.137,0.225,0.225,1,1,2,3,1,32811,1652.416,80.469,0,50273,1,6.137,50721,1,N,N,24986,13294688
5354,143248972,2.885,96.373,2.885,2,1,2,3,1,32811,1652.416,80.469,0,50259,4,13.793,50257,1,N,N,24986,13290764
966,143249413,0.595,0.149,0.149,1,1,3,5,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,13290958
3636,143250648,NA,0.243,0.243,0,1,0,1,1,32811,1652.416,80.469,0,50274,1,NA,NA,0,N,N,24986,13294786
5371,143249470,0.118,1.722,0.118,6,1,4,3,1,32811,1652.416,80.469,0,50267,1,11.406,50719,1,Y,N,24986,13293262
5434,137059882,9.534,114.305,9.534,2,1,3,2,1,32811,1652.416,80.469,0,50250,3,NA,NA,0,Y,N,24986,13284124
5119,137060278,1.594,3.747,1.594,1,1,1,2,1,32811,1652.416,80.469,0.609,50704,1,NA,NA,0,N,N,24986,13282702
5287,143249211,0.099,91.298,0.099,2,1,3,12,1,32811,1652.416,80.469,37.498,50262,3,0.099,50709,1,N,N,24986,13290818
4455,156039143,NA,662.362,116.901,0,7,3,1,1,32811,1652.416,80.469,0,50297,19,NA,NA,0,Y,N,24986,13411474
6924,155715445,NA,0.064,0.064,0,1,2,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,10966703
1710,143250674,0.566,457.233,0.566,1,7,1,2,1,32811,1652.416,80.469,31.137,50728,21,NA,NA,0,N,N,24986,13296492
7282,145607151,NA,360.713,25.505,0,7,2,1,1,32811,1652.416,80.469,0,11208,18,NA,NA,0,N,N,24986,10602398
4126,137060288,NA,1.594,1.594,0,1,1,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,13282794
57837,137060152,NA,56.158,4.596,0,1,1,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,13282518
523,143250723,NA,9.497,9.497,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,13294824
5359,143250238,0.936,43.346,0.936,1,1,3,4,1,32811,1652.416,80.469,0,50270,1,0.936,50271,1,N,N,24986,13294582
40137,143250191,11.424,0.936,0.936,2,1,3,3,1,32811,1652.416,80.469,0,50271,1,NA,NA,0,N,N,24986,13294568
35876,143249628,1.497,1.347,1.347,1,1,2,2,1,32811,1652.416,80.469,NA,NA,0,1.497,50260,1,N,N,24986,13291066
2920,143249010,13.012,12.91,12.91,1,1,2,2,1,32811,1652.416,80.469,0,50263,1,NA,NA,0,Y,N,24986,13290802
62974,143248377,NA,13.754,13.754,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,13290676
5143,120828617,NA,270.883,49.941,0,1,2,1,1,32811,1652.416,80.469,86.976,9417,5,NA,NA,0,N,N,24986,6586887
5581,120871593,0.346,371.62,0.346,3,1,3,4,1,32811,1652.416,80.469,228.088,9420,3,NA,NA,0,N,N,24986,167120998
412,120020669,NA,21.91,21.91,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,6579632
140681,117649999,NA,50.863,5.287,0,1,1,1,1,32811,1652.416,80.469,3.906,20335,1,NA,NA,0,N,N,24986,6580702
114654,120825658,NA,0.066,0.066,0,1,2,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,6586743
115736,137027854,NA,207.114,60.833,0,1,0,1,1,32811,1652.416,80.469,69.598,9422,2,NA,NA,0,N,N,24986,6594016
4396,137047422,NA,96.604,6.142,0,1,0,1,1,32811,1652.416,80.469,0,9430,2,NA,NA,0,N,N,24986,6609618
5314,146621932,NA,1103.963,7.184,0,6,1,1,1,32811,1652.416,80.469,0,9388,10,NA,NA,0,N,N,24986,4997065
62988,117649071,0.123,33.095,0.123,3,2,3,2,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,6580580
5421,137043944,NA,395.568,85.32,0,1,3,1,1,32811,1652.416,80.469,259.969,9433,2,NA,NA,0,N,N,24986,6606076
4566,137044669,NA,340.177,37.547,0,1,2,1,1,32811,1652.416,80.469,204.578,9433,2,1.389,10506,1,N,N,24986,6608534
79633,117649625,0.079,22.748,0.079,1,1,2,5,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,6580638
4351,133534596,NA,68.413,8.498,0,1,1,1,1,32811,1652.416,80.469,0,9545,1,1.978,10575,1,N,N,24986,22250049
4494,137028774,NA,0.32,0.32,0,1,3,1,1,32811,1652.416,80.469,0,8900,3,NA,NA,0,Y,N,24986,6596334
41235,117649979,NA,52.742,15.958,0,1,1,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,6580696
23419,117650417,NA,2.826,2.826,0,1,1,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,6580734
11889,117649747,NA,369.234,5.461,0,1,1,1,1,32811,1652.416,80.469,185.327,9417,5,NA,NA,0,N,N,24986,6580676
19172,137043909,NA,0.106,0.106,0,1,1,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,6605740
4821,133529131,1.612,121.811,1.612,2,1,3,2,1,32811,1652.416,80.469,0,10124,1,1.612,9012,2,Y,N,24986,22249857
4607,152139787,NA,128.616,85.721,0,1,2,1,1,32811,1652.416,80.469,0,8902,2,NA,NA,0,N,N,24986,6603450
135553,117648183,NA,0.431,0.431,0,1,2,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,6579624
57848,120825717,NA,301.405,37.834,0,1,1,1,1,32811,1652.416,80.469,117.498,9417,5,NA,NA,0,N,N,24986,6586747
4933,133531953,NA,201.317,12.676,0,1,1,1,1,32811,1652.416,80.469,0,9037,1,NA,NA,0,N,N,24986,22254389
123098,137028989,NA,110.052,1.545,0,1,1,1,1,32811,1652.416,80.469,38.237,9424; 9425,2,NA,NA,0,N,N,24986,6596418
4440,133551348,NA,104.926,37.099,0,1,1,1,1,32811,1652.416,80.469,0,9552,1,NA,NA,0,N,N,24986,22250145
549,120020679,0.95,28.656,0.95,1,1,3,4,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,6580704
137562,120020677,6.647,47.382,6.647,8,1,5,5,1,32811,1652.416,80.469,0,20329,1,2.743,20331,3,N,N,24986,6580624
4482,133527861,NA,65.489,24.5,0,1,2,1,1,32811,1652.416,80.469,2.886,9536,1,1.328,10565; 10566,4,N,N,24986,22248645
136533,120825644,1.916,325.726,1.916,1,1,3,3,1,32811,1652.416,80.469,141.819,9417,5,NA,NA,0,N,N,24986,6586735
140683,155016564,1.446,45.151,1.446,1,1,2,2,1,32811,1652.416,80.469,1.312,10515,1,NA,NA,0,N,N,24986,6619450
3938,120871550,NA,0.331,0.331,0,1,2,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,6590532
4152,159108013,NA,11.211,11.211,0,1,1,1,1,32811,1652.416,80.469,7.153,20333,1,NA,NA,0,N,N,24986,6580654
99295,120825661,0.066,1.916,0.066,1,1,3,2,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,6586741
2948,117650051,11.211,0.292,0.292,1,1,2,2,1,32811,1652.416,80.469,NA,NA,0,11.211,20333,1,N,N,24986,6580706
5329,120827396,NA,256.632,74.74,0,1,1,1,1,32811,1652.416,80.469,72.725,9417,5,NA,NA,0,N,N,24986,6586831
4653,133551357,NA,113.668,11.847,0,1,2,1,1,32811,1652.416,80.469,0,9049,1,NA,NA,0,Y,N,24986,22250143
116790,117649793,2.006,0.071,0.071,1,1,1,3,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,6580670
5241,155016544,NA,70.286,40.502,0,1,1,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,6617766
136532,155016556,NA,1.446,1.446,0,1,2,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,167121008
4667,120871992,NA,260.811,10.424,0,1,0,1,1,32811,1652.416,80.469,0,8892,4,NA,NA,0,Y,N,24986,6591020
4285,137027971,NA,156.448,10.138,0,1,1,1,1,32811,1652.416,80.469,2.089,9419,4,NA,NA,0,N,N,24986,6594034
4962,133551903,NA,0.286,0.286,0,1,0,1,1,32811,1652.416,80.469,0.286,9554,1,NA,NA,0,N,N,24986,120052869
80654,133551579,0.286,63.239,0.286,1,1,1,2,1,32811,1652.416,80.469,0,9553,1,0.286,9554,1,N,N,24986,22250163
4312,146615193,NA,1305.299,4.953,0,6,1,1,1,32811,1652.416,80.469,0,9387,11,NA,NA,0,N,N,24986,4995811
4944,146614757,NA,1230.645,32.02,0,6,2,1,1,32811,1652.416,80.469,0,8859,11,3.242,9926,3,N,N,24986,4993573
102341,146615721,NA,1224.297,33.964,0,6,0,1,1,32811,1652.416,80.469,0,9384,11,NA,NA,0,N,N,24986,4993601
1694,120020671,0.085,7.198,0.085,2,1,2,2,1,32811,1652.416,80.469,0,20326,1,NA,NA,0,N,N,24986,6579638
50580,120020681,2.826,4.402,2.826,1,1,3,2,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,6580736
4955,137028409,NA,56.947,9.201,0,1,1,1,1,32811,1652.416,80.469,0,8895,1,NA,NA,0,N,N,24986,6595638
4363,137029050,0.32,0.311,0.311,31,1,6,7,1,32811,1652.416,80.469,0.154,8901,1,0.475,8899,30,N,N,24986,6597410
135564,120825939,3.111,296.884,3.111,1,1,1,2,1,32811,1652.416,80.469,112.977,9417,5,NA,NA,0,N,N,24986,6586759
5162,133531801,0.092,1246.324,0.092,102,6,7,9,1,32811,1652.416,80.469,0,8861,11,1.614,10572,147,N,N,24986,167121028
4816,155016796,NA,3.006,3.006,0,1,2,1,1,32811,1652.416,80.469,0,9436,1,NA,NA,0,N,N,24986,6619490
6202,67047125,NA,1049.028,10.863,0,6,1,1,1,32811,1652.416,80.469,0,20712,8,NA,NA,0,Y,N,24986,4987923
127213,66795577,NA,984.753,30.869,0,6,2,1,1,32811,1652.416,80.469,0,20701,7,NA,NA,0,Y,N,24986,4866609
107503,66571345,0.925,1083.276,0.925,1,6,1,2,1,32811,1652.416,80.469,0,20736,8,NA,NA,0,Y,N,24986,5017356
73287,105748526,NA,969.706,7.075,0,6,0,1,1,32811,1652.416,80.469,0,20627,4,NA,NA,0,N,N,24986,2507737
99307,105756098,NA,868.52,17.02,0,6,1,1,1,32811,1652.416,80.469,0,20626,4,NA,NA,0,Y,N,24986,2507119
86932,67043497,NA,1099.943,58.309,0,6,1,1,1,32811,1652.416,80.469,0,20713,8,NA,NA,0,N,N,24986,4988429
82731,66262917,NA,62.253,33.386,0,1,1,1,1,32811,1652.416,80.469,0,20774,1,NA,NA,0,Y,N,24986,5640480
55761,66576479,NA,1093.164,69.388,0,6,1,1,1,32811,1652.416,80.469,0,20735,8,NA,NA,0,N,N,24986,5017446
6186,42880637,NA,0.147,0.147,0,1,1,1,1,32811,1652.416,80.469,0,20609,1,NA,NA,0,N,N,24986,879026
96236,66571545,NA,0.925,0.925,0,1,1,1,1,32811,1652.416,80.469,0,20737,1,NA,NA,0,Y,N,24986,5017360
19195,106618119,0.082,1141.121,0.082,1,6,2,2,1,32811,1652.416,80.469,0,9393,10,NA,NA,0,N,N,24986,5798096
5723,66577133,NA,1037.008,11.148,0,6,0,1,1,32811,1652.416,80.469,0,20728,8,NA,NA,0,Y,N,24986,5016360
6181,144569502,NA,910.189,3.6,0,6,0,1,1,32811,1652.416,80.469,0,90147,7,NA,NA,0,Y,N,24986,2931309
6183,120032176,7.468,995.674,7.468,47,6,6,5,1,32811,1652.416,80.469,2.209,22184,8,2.191,20707,31,N,N,24986,937110111
6185,42881253,0.147,843.269,0.147,1,6,3,2,1,32811,1652.416,80.469,0,20621,4,0.147,20609,4,Y,N,24986,879024
86937,66264621,0.027,61.511,0.027,1,1,1,2,1,32811,1652.416,80.469,0,20773,1,NA,NA,0,N,N,24986,5640524
125242,b2460cd5-2736-463e-a803-479fd4e6ba2b,NA,1068.464,28.301,0,6,1,1,1,32811,1652.416,80.469,0,20733,9,NA,NA,0,N,N,24986,5017386
6182,66803941,NA,971.575,54.155,0,6,2,1,1,32811,1652.416,80.469,0,20708,7,NA,NA,0,Y,N,24986,4867903
133500,42884245,3.325,840.619,3.325,2,6,2,2,1,32811,1652.416,80.469,0,20613,4,NA,NA,0,N,N,24986,879150
7187,42875412,NA,789.954,26.949,0,6,3,1,1,32811,1652.416,80.469,0,11115,3,NA,NA,0,N,N,24986,877042
4394,121623871,NA,25.272,11.658,0,1,3,1,1,32811,1652.416,80.469,0,50419,1,NA,NA,0,N,N,24986,14768018
4576,121623165,0.47,5.233,0.47,2,1,2,3,1,32811,1652.416,80.469,0,50887,1,NA,NA,0,N,N,24986,14767784
4650,121622933,0.076,19.669,0.076,7,1,3,4,1,32811,1652.416,80.469,2.592,50417,1,5.233,50887,1,N,N,24986,14767708
6963,121650633,0.255,1.266,0.255,23,2,6,6,1,32811,1652.416,80.469,11.631,11470,12,10.701,11458,5,N,N,24986,14769712
5573,121622394,2.608,56.353,2.608,1,1,3,2,1,32811,1652.416,80.469,0,50415,3,2.608,50880,1,N,N,24986,14767156
1643,123167025,NA,2.462,2.462,0,1,1,1,1,32811,1652.416,80.469,0,12208,1,NA,NA,0,N,N,24986,13435523
5289,121623174,1.338,1.725,1.338,1,1,1,2,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,14767828
44429,121623685,NA,12.158,6.158,0,1,3,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,14767964
4582,121623219,5.396,20.689,5.396,1,1,3,3,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,14767868
51674,121622674,2.085,31.652,2.085,2,1,2,3,1,32811,1652.416,80.469,0,50421,2,4.951,50416,1,Y,N,24986,14767628
5242,121623902,0.156,31.106,0.156,2,1,2,2,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,14768090
71225,121623551,4.117,37.275,4.117,10,1,5,4,1,32811,1652.416,80.469,0,50423,1,25.272,50419,2,Y,N,24986,14767934
6444,121625783,NA,4.381,4.381,0,1,1,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,14769914
6717,109982664,NA,0.594,0.594,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,14784789
6660,109982626,1.174,5.974,1.174,5,1,3,4,1,32811,1652.416,80.469,0,11478,1,NA,NA,0,N,N,24986,167122228
1913,123166909,NA,0.112,0.112,0,1,0,1,1,32811,1652.416,80.469,0,12202,1,NA,NA,0,N,N,24986,13432743
4259,121624092,NA,22.655,19.713,0,1,2,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,167157008
6416,109991096,6.782,167.153,6.782,1,1,1,2,1,32811,1652.416,80.469,0,11486,6,NA,NA,0,N,N,24986,14785645
681,123165899,NA,325.779,13.59,0,1,3,1,1,32811,1652.416,80.469,0,12197,5,NA,NA,0,N,N,24986,13430689
6461,90588560,NA,136.235,76.352,0,1,3,1,1,32811,1652.416,80.469,0,11451,3,NA,NA,0,Y,N,24986,14761739
7410,90586914,NA,171.668,15.228,0,1,1,1,1,32811,1652.416,80.469,0,11445,9,NA,NA,0,N,N,24986,14761469
5046,121623002,NA,3.399,3.399,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,14767746
5520,121622752,NA,0.467,0.467,0,1,1,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,14767668
6393,90586770,NA,168.71,22.51,0,1,1,1,1,32811,1652.416,80.469,18.172,11454; 11659,8,NA,NA,0,N,N,24986,14761443
6952,121624641,1.266,2.575,1.266,1,1,6,7,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,14769776
6497,109987736,NA,198.129,5.348,0,1,3,1,1,32811,1652.416,80.469,25.134,11487,4,NA,NA,0,N,N,24986,14786417
6662,121625253,NA,0.255,0.255,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,14769866
4301,121622934,NA,4.401,4.401,0,1,1,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,14767756
7252,121626870,NA,6.817,6.817,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,14770012
7208,121627963,NA,3.215,3.215,0,1,1,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,14770152
7136,109988258,0.428,191.462,0.428,2,1,2,2,1,32811,1652.416,80.469,17.261,11687,4,NA,NA,0,N,N,24986,14786475
6803,109984788,0.461,15.241,0.461,1,1,1,2,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,14784965
6943,109983544,NA,1.324,1.324,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,14784843
67183,109981854,NA,9.168,6.941,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,14783931
6592,109983982,0.081,5.83,0.081,1,1,2,2,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,14784863
7190,85085010,NA,220.56,21.614,0,1,1,1,1,32811,1652.416,80.469,0,11241,6,NA,NA,0,N,N,24986,13464067
34860,123166891,4.44,302.287,4.44,2,1,3,5,1,32811,1652.416,80.469,140.867,11594,4,6.48,12204,1,N,N,24986,13432719
728,123166696,NA,1.01,1.01,0,1,0,1,1,32811,1652.416,80.469,0,12201,1,NA,NA,0,N,N,24986,13432689
90123,123166941,0.074,6.48,0.074,1,1,1,4,1,32811,1652.416,80.469,0,12204,1,0.074,12203,1,N,N,24986,13432745
4734,121623273,19.669,50.365,14.94,7,1,4,5,1,32811,1652.416,80.469,6.268,50896,1,18.468,50886,8,N,N,24986,14767802
