lagoslakeid,lake_glaciatedlatewisc,lake_lat_decdeg,lake_lon_decdeg,lake_huc12,ws_area_ha,ws_lake_arearatio
3300,Glaciated,45.3515247,-94.52819657,70102020602,678.8632,6.445384
68026,Glaciated,45.36880285,-94.52909108,70102020602,38.76511,1.228135
3353,Glaciated,45.08101843,-94.50395387,70102040305,640.5486,6.043403
18979,Glaciated,45.56646061,-94.50021517,70102010201,1270.421,29.2499
3696,Glaciated,45.44043331,-94.46849639,70102020604,291.2004,3.638562
1979,Glaciated,45.60758589,-94.4603093,70102010201,940.5499,10.18362
57628,Glaciated,45.56537767,-94.45310593,70102010601,185.4867,12.97383
54611,Glaciated,45.62005136,-94.4480019,70102010201,40.47325,2.644145
75211,Glaciated,46.20236056,-94.45342485,70101040903,109.2298,6.354205
101118,Glaciated,46.40367222,-94.44142211,70101061007,83.48776,23.63598
2467,Glaciated,47.39576322,-94.41776962,70101010701,41.64381,1.538024
31587,Glaciated,47.00542241,-94.40727747,70101020507,166.8773,17.97718
46246,Glaciated,46.95334426,-94.38399932,70101020303,228.6031,3.429974
59763,Glaciated,46.85849902,-94.33517072,70101020305,69.77245,2.46219
10704,Glaciated,44.95984931,-94.31471912,70102050303,407.7447,9.866205
35669,Glaciated,45.05937922,-94.30403915,70102040502,155.8948,4.987966
84678,Glaciated,45.14894598,-94.30621152,70102040404,3265.948,61.76912
